PRISM Time Series Data
Locations: 500
Climate variable: ppt
Spatial resolution: 4km
Period: 2015-01-01 - 2015-06-30
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Jul-29
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches)
1367690,-74.5596,41.1053,1056,2015-01-01,0.00
1367690,-74.5596,41.1053,1056,2015-01-02,0.00
1367690,-74.5596,41.1053,1056,2015-01-03,0.00
1367690,-74.5596,41.1053,1056,2015-01-04,0.82
1367690,-74.5596,41.1053,1056,2015-01-05,0.01
1367690,-74.5596,41.1053,1056,2015-01-06,0.00
1367690,-74.5596,41.1053,1056,2015-01-07,0.07
1367690,-74.5596,41.1053,1056,2015-01-08,0.00
1367690,-74.5596,41.1053,1056,2015-01-09,0.02
1367690,-74.5596,41.1053,1056,2015-01-10,0.00
1367690,-74.5596,41.1053,1056,2015-01-11,0.00
1367690,-74.5596,41.1053,1056,2015-01-12,0.02
1367690,-74.5596,41.1053,1056,2015-01-13,0.31
1367690,-74.5596,41.1053,1056,2015-01-14,0.00
1367690,-74.5596,41.1053,1056,2015-01-15,0.00
1367690,-74.5596,41.1053,1056,2015-01-16,0.00
1367690,-74.5596,41.1053,1056,2015-01-17,0.00
1367690,-74.5596,41.1053,1056,2015-01-18,0.00
1367690,-74.5596,41.1053,1056,2015-01-19,1.14
1367690,-74.5596,41.1053,1056,2015-01-20,0.00
1367690,-74.5596,41.1053,1056,2015-01-21,0.00
1367690,-74.5596,41.1053,1056,2015-01-22,0.00
1367690,-74.5596,41.1053,1056,2015-01-23,0.00
1367690,-74.5596,41.1053,1056,2015-01-24,0.72
1367690,-74.5596,41.1053,1056,2015-01-25,0.05
1367690,-74.5596,41.1053,1056,2015-01-26,0.03
1367690,-74.5596,41.1053,1056,2015-01-27,0.21
1367690,-74.5596,41.1053,1056,2015-01-28,0.03
1367690,-74.5596,41.1053,1056,2015-01-29,0.00
1367690,-74.5596,41.1053,1056,2015-01-30,0.12
1367690,-74.5596,41.1053,1056,2015-01-31,0.00
1367690,-74.5596,41.1053,1056,2015-02-01,0.00
1367690,-74.5596,41.1053,1056,2015-02-02,0.90
1367690,-74.5596,41.1053,1056,2015-02-03,0.17
1367690,-74.5596,41.1053,1056,2015-02-04,0.00
1367690,-74.5596,41.1053,1056,2015-02-05,0.04
1367690,-74.5596,41.1053,1056,2015-02-06,0.00
1367690,-74.5596,41.1053,1056,2015-02-07,0.00
1367690,-74.5596,41.1053,1056,2015-02-08,0.00
1367690,-74.5596,41.1053,1056,2015-02-09,0.29
1367690,-74.5596,41.1053,1056,2015-02-10,0.14
1367690,-74.5596,41.1053,1056,2015-02-11,0.00
1367690,-74.5596,41.1053,1056,2015-02-12,0.00
1367690,-74.5596,41.1053,1056,2015-02-13,0.00
1367690,-74.5596,41.1053,1056,2015-02-14,0.00
1367690,-74.5596,41.1053,1056,2015-02-15,0.13
1367690,-74.5596,41.1053,1056,2015-02-16,0.00
1367690,-74.5596,41.1053,1056,2015-02-17,0.05
1367690,-74.5596,41.1053,1056,2015-02-18,0.00
1367690,-74.5596,41.1053,1056,2015-02-19,0.00
1367690,-74.5596,41.1053,1056,2015-02-20,0.00
1367690,-74.5596,41.1053,1056,2015-02-21,0.00
1367690,-74.5596,41.1053,1056,2015-02-22,0.37
1367690,-74.5596,41.1053,1056,2015-02-23,0.00
1367690,-74.5596,41.1053,1056,2015-02-24,0.00
1367690,-74.5596,41.1053,1056,2015-02-25,0.00
1367690,-74.5596,41.1053,1056,2015-02-26,0.00
1367690,-74.5596,41.1053,1056,2015-02-27,0.02
1367690,-74.5596,41.1053,1056,2015-02-28,0.00
1367690,-74.5596,41.1053,1056,2015-03-01,0.00
1367690,-74.5596,41.1053,1056,2015-03-02,0.28
1367690,-74.5596,41.1053,1056,2015-03-03,0.00
1367690,-74.5596,41.1053,1056,2015-03-04,0.69
1367690,-74.5596,41.1053,1056,2015-03-05,0.16
1367690,-74.5596,41.1053,1056,2015-03-06,0.11
1367690,-74.5596,41.1053,1056,2015-03-07,0.00
1367690,-74.5596,41.1053,1056,2015-03-08,0.00
1367690,-74.5596,41.1053,1056,2015-03-09,0.00
1367690,-74.5596,41.1053,1056,2015-03-10,0.00
1367690,-74.5596,41.1053,1056,2015-03-11,0.26
1367690,-74.5596,41.1053,1056,2015-03-12,0.00
1367690,-74.5596,41.1053,1056,2015-03-13,0.00
1367690,-74.5596,41.1053,1056,2015-03-14,0.32
1367690,-74.5596,41.1053,1056,2015-03-15,0.35
1367690,-74.5596,41.1053,1056,2015-03-16,0.00
1367690,-74.5596,41.1053,1056,2015-03-17,0.06
1367690,-74.5596,41.1053,1056,2015-03-18,0.00
1367690,-74.5596,41.1053,1056,2015-03-19,0.00
1367690,-74.5596,41.1053,1056,2015-03-20,0.00
1367690,-74.5596,41.1053,1056,2015-03-21,0.29
1367690,-74.5596,41.1053,1056,2015-03-22,0.00
1367690,-74.5596,41.1053,1056,2015-03-23,0.01
1367690,-74.5596,41.1053,1056,2015-03-24,0.00
1367690,-74.5596,41.1053,1056,2015-03-25,0.00
1367690,-74.5596,41.1053,1056,2015-03-26,0.04
1367690,-74.5596,41.1053,1056,2015-03-27,0.59
1367690,-74.5596,41.1053,1056,2015-03-28,0.00
1367690,-74.5596,41.1053,1056,2015-03-29,0.00
1367690,-74.5596,41.1053,1056,2015-03-30,0.02
1367690,-74.5596,41.1053,1056,2015-03-31,0.00
1367690,-74.5596,41.1053,1056,2015-04-01,0.24
1367690,-74.5596,41.1053,1056,2015-04-02,0.00
1367690,-74.5596,41.1053,1056,2015-04-03,0.00
1367690,-74.5596,41.1053,1056,2015-04-04,0.60
1367690,-74.5596,41.1053,1056,2015-04-05,0.00
1367690,-74.5596,41.1053,1056,2015-04-06,0.00
1367690,-74.5596,41.1053,1056,2015-04-07,0.00
1367690,-74.5596,41.1053,1056,2015-04-08,0.14
1367690,-74.5596,41.1053,1056,2015-04-09,0.00
1367690,-74.5596,41.1053,1056,2015-04-10,0.32
1367690,-74.5596,41.1053,1056,2015-04-11,0.00
1367690,-74.5596,41.1053,1056,2015-04-12,0.00
1367690,-74.5596,41.1053,1056,2015-04-13,0.00
1367690,-74.5596,41.1053,1056,2015-04-14,0.03
1367690,-74.5596,41.1053,1056,2015-04-15,0.00
1367690,-74.5596,41.1053,1056,2015-04-16,0.00
1367690,-74.5596,41.1053,1056,2015-04-17,0.12
1367690,-74.5596,41.1053,1056,2015-04-18,0.00
1367690,-74.5596,41.1053,1056,2015-04-19,0.00
1367690,-74.5596,41.1053,1056,2015-04-20,0.21
1367690,-74.5596,41.1053,1056,2015-04-21,0.74
1367690,-74.5596,41.1053,1056,2015-04-22,0.04
1367690,-74.5596,41.1053,1056,2015-04-23,0.12
1367690,-74.5596,41.1053,1056,2015-04-24,0.00
1367690,-74.5596,41.1053,1056,2015-04-25,0.00
1367690,-74.5596,41.1053,1056,2015-04-26,0.00
1367690,-74.5596,41.1053,1056,2015-04-27,0.00
1367690,-74.5596,41.1053,1056,2015-04-28,0.00
1367690,-74.5596,41.1053,1056,2015-04-29,0.00
1367690,-74.5596,41.1053,1056,2015-04-30,0.00
1367690,-74.5596,41.1053,1056,2015-05-01,0.00
1367690,-74.5596,41.1053,1056,2015-05-02,0.00
1367690,-74.5596,41.1053,1056,2015-05-03,0.00
1367690,-74.5596,41.1053,1056,2015-05-04,0.00
1367690,-74.5596,41.1053,1056,2015-05-05,0.00
1367690,-74.5596,41.1053,1056,2015-05-06,0.00
1367690,-74.5596,41.1053,1056,2015-05-07,0.02
1367690,-74.5596,41.1053,1056,2015-05-08,0.00
1367690,-74.5596,41.1053,1056,2015-05-09,0.00
1367690,-74.5596,41.1053,1056,2015-05-10,0.00
1367690,-74.5596,41.1053,1056,2015-05-11,0.00
1367690,-74.5596,41.1053,1056,2015-05-12,0.00
1367690,-74.5596,41.1053,1056,2015-05-13,0.00
1367690,-74.5596,41.1053,1056,2015-05-14,0.00
1367690,-74.5596,41.1053,1056,2015-05-15,0.00
1367690,-74.5596,41.1053,1056,2015-05-16,0.02
1367690,-74.5596,41.1053,1056,2015-05-17,0.22
1367690,-74.5596,41.1053,1056,2015-05-18,0.00
1367690,-74.5596,41.1053,1056,2015-05-19,0.03
1367690,-74.5596,41.1053,1056,2015-05-20,0.00
1367690,-74.5596,41.1053,1056,2015-05-21,0.00
1367690,-74.5596,41.1053,1056,2015-05-22,0.00
1367690,-74.5596,41.1053,1056,2015-05-23,0.00
1367690,-74.5596,41.1053,1056,2015-05-24,0.00
1367690,-74.5596,41.1053,1056,2015-05-25,0.00
1367690,-74.5596,41.1053,1056,2015-05-26,0.00
