PRISM Time Series Data
Locations: 195
Climate variable: ppt
Spatial resolution: 4km
Period: 2018-01-01 - 2018-06-30
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Jul-29
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches)
1632000,-78.8528,38.6371,1207,2018-01-01,0.00
1632000,-78.8528,38.6371,1207,2018-01-02,0.00
1632000,-78.8528,38.6371,1207,2018-01-03,0.00
1632000,-78.8528,38.6371,1207,2018-01-04,0.00
1632000,-78.8528,38.6371,1207,2018-01-05,0.00
1632000,-78.8528,38.6371,1207,2018-01-06,0.00
1632000,-78.8528,38.6371,1207,2018-01-07,0.00
1632000,-78.8528,38.6371,1207,2018-01-08,0.00
1632000,-78.8528,38.6371,1207,2018-01-09,0.00
1632000,-78.8528,38.6371,1207,2018-01-10,0.00
1632000,-78.8528,38.6371,1207,2018-01-11,0.00
1632000,-78.8528,38.6371,1207,2018-01-12,0.07
1632000,-78.8528,38.6371,1207,2018-01-13,0.60
1632000,-78.8528,38.6371,1207,2018-01-14,0.00
1632000,-78.8528,38.6371,1207,2018-01-15,0.00
1632000,-78.8528,38.6371,1207,2018-01-16,0.00
1632000,-78.8528,38.6371,1207,2018-01-17,0.03
1632000,-78.8528,38.6371,1207,2018-01-18,0.00
1632000,-78.8528,38.6371,1207,2018-01-19,0.00
1632000,-78.8528,38.6371,1207,2018-01-20,0.00
1632000,-78.8528,38.6371,1207,2018-01-21,0.00
1632000,-78.8528,38.6371,1207,2018-01-22,0.00
1632000,-78.8528,38.6371,1207,2018-01-23,0.56
1632000,-78.8528,38.6371,1207,2018-01-24,0.00
1632000,-78.8528,38.6371,1207,2018-01-25,0.00
1632000,-78.8528,38.6371,1207,2018-01-26,0.00
1632000,-78.8528,38.6371,1207,2018-01-27,0.00
1632000,-78.8528,38.6371,1207,2018-01-28,0.03
1632000,-78.8528,38.6371,1207,2018-01-29,0.09
1632000,-78.8528,38.6371,1207,2018-01-30,0.02
1632000,-78.8528,38.6371,1207,2018-01-31,0.00
1632000,-78.8528,38.6371,1207,2018-02-01,0.00
1632000,-78.8528,38.6371,1207,2018-02-02,0.09
1632000,-78.8528,38.6371,1207,2018-02-03,0.00
1632000,-78.8528,38.6371,1207,2018-02-04,0.01
1632000,-78.8528,38.6371,1207,2018-02-05,0.85
1632000,-78.8528,38.6371,1207,2018-02-06,0.00
1632000,-78.8528,38.6371,1207,2018-02-07,0.06
1632000,-78.8528,38.6371,1207,2018-02-08,0.76
1632000,-78.8528,38.6371,1207,2018-02-09,0.00
1632000,-78.8528,38.6371,1207,2018-02-10,0.00
1632000,-78.8528,38.6371,1207,2018-02-11,0.43
1632000,-78.8528,38.6371,1207,2018-02-12,0.06
1632000,-78.8528,38.6371,1207,2018-02-13,0.03
1632000,-78.8528,38.6371,1207,2018-02-14,0.00
1632000,-78.8528,38.6371,1207,2018-02-15,0.04
1632000,-78.8528,38.6371,1207,2018-02-16,0.00
1632000,-78.8528,38.6371,1207,2018-02-17,0.02
1632000,-78.8528,38.6371,1207,2018-02-18,0.39
1632000,-78.8528,38.6371,1207,2018-02-19,0.21
1632000,-78.8528,38.6371,1207,2018-02-20,0.00
1632000,-78.8528,38.6371,1207,2018-02-21,0.00
1632000,-78.8528,38.6371,1207,2018-02-22,0.21
1632000,-78.8528,38.6371,1207,2018-02-23,0.14
1632000,-78.8528,38.6371,1207,2018-02-24,0.01
1632000,-78.8528,38.6371,1207,2018-02-25,0.48
1632000,-78.8528,38.6371,1207,2018-02-26,0.17
1632000,-78.8528,38.6371,1207,2018-02-27,0.00
1632000,-78.8528,38.6371,1207,2018-02-28,0.00
1632000,-78.8528,38.6371,1207,2018-03-01,0.00
1632000,-78.8528,38.6371,1207,2018-03-02,0.10
1632000,-78.8528,38.6371,1207,2018-03-03,0.00
1632000,-78.8528,38.6371,1207,2018-03-04,0.00
1632000,-78.8528,38.6371,1207,2018-03-05,0.00
1632000,-78.8528,38.6371,1207,2018-03-06,0.00
1632000,-78.8528,38.6371,1207,2018-03-07,0.00
1632000,-78.8528,38.6371,1207,2018-03-08,0.00
1632000,-78.8528,38.6371,1207,2018-03-09,0.00
1632000,-78.8528,38.6371,1207,2018-03-10,0.00
1632000,-78.8528,38.6371,1207,2018-03-11,0.00
1632000,-78.8528,38.6371,1207,2018-03-12,0.02
1632000,-78.8528,38.6371,1207,2018-03-13,0.06
1632000,-78.8528,38.6371,1207,2018-03-14,0.00
1632000,-78.8528,38.6371,1207,2018-03-15,0.00
1632000,-78.8528,38.6371,1207,2018-03-16,0.00
1632000,-78.8528,38.6371,1207,2018-03-17,0.00
1632000,-78.8528,38.6371,1207,2018-03-18,0.05
1632000,-78.8528,38.6371,1207,2018-03-19,0.00
1632000,-78.8528,38.6371,1207,2018-03-20,0.40
1632000,-78.8528,38.6371,1207,2018-03-21,0.42
1632000,-78.8528,38.6371,1207,2018-03-22,0.17
1632000,-78.8528,38.6371,1207,2018-03-23,0.00
1632000,-78.8528,38.6371,1207,2018-03-24,0.00
1632000,-78.8528,38.6371,1207,2018-03-25,0.00
1632000,-78.8528,38.6371,1207,2018-03-26,0.00
1632000,-78.8528,38.6371,1207,2018-03-27,0.07
1632000,-78.8528,38.6371,1207,2018-03-28,0.23
1632000,-78.8528,38.6371,1207,2018-03-29,0.02
1632000,-78.8528,38.6371,1207,2018-03-30,0.00
1632000,-78.8528,38.6371,1207,2018-03-31,0.00
1632000,-78.8528,38.6371,1207,2018-04-01,0.00
1632000,-78.8528,38.6371,1207,2018-04-02,0.29
1632000,-78.8528,38.6371,1207,2018-04-03,0.07
1632000,-78.8528,38.6371,1207,2018-04-04,0.02
1632000,-78.8528,38.6371,1207,2018-04-05,0.04
1632000,-78.8528,38.6371,1207,2018-04-06,0.00
1632000,-78.8528,38.6371,1207,2018-04-07,0.00
1632000,-78.8528,38.6371,1207,2018-04-08,0.03
1632000,-78.8528,38.6371,1207,2018-04-09,0.00
1632000,-78.8528,38.6371,1207,2018-04-10,0.02
1632000,-78.8528,38.6371,1207,2018-04-11,0.00
1632000,-78.8528,38.6371,1207,2018-04-12,0.00
1632000,-78.8528,38.6371,1207,2018-04-13,0.00
1632000,-78.8528,38.6371,1207,2018-04-14,0.00
1632000,-78.8528,38.6371,1207,2018-04-15,0.00
1632000,-78.8528,38.6371,1207,2018-04-16,2.05
1632000,-78.8528,38.6371,1207,2018-04-17,0.05
1632000,-78.8528,38.6371,1207,2018-04-18,0.00
1632000,-78.8528,38.6371,1207,2018-04-19,0.02
1632000,-78.8528,38.6371,1207,2018-04-20,0.01
1632000,-78.8528,38.6371,1207,2018-04-21,0.00
1632000,-78.8528,38.6371,1207,2018-04-22,0.00
1632000,-78.8528,38.6371,1207,2018-04-23,0.00
1632000,-78.8528,38.6371,1207,2018-04-24,0.05
1632000,-78.8528,38.6371,1207,2018-04-25,0.48
1632000,-78.8528,38.6371,1207,2018-04-26,0.02
1632000,-78.8528,38.6371,1207,2018-04-27,0.16
1632000,-78.8528,38.6371,1207,2018-04-28,0.14
1632000,-78.8528,38.6371,1207,2018-04-29,0.00
1632000,-78.8528,38.6371,1207,2018-04-30,0.00
1632000,-78.8528,38.6371,1207,2018-05-01,0.00
1632000,-78.8528,38.6371,1207,2018-05-02,0.00
1632000,-78.8528,38.6371,1207,2018-05-03,0.00
1632000,-78.8528,38.6371,1207,2018-05-04,0.00
1632000,-78.8528,38.6371,1207,2018-05-05,0.00
